SCHOOL_ID,the_geom,Short_Name,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
610385,POINT (-87.73412163532085 41.83603568270142),MULTICULTURAL ACAD SCHOLARSHIP,"3120 S KOSTNER AVE, 60623",HS,"9, 10, 11, 12","District, non-alternative",-87.73412164,41.83603568
610386,POINT (-87.66734109668526 41.80351526458904),PEACE & EDUCATION HS,"4946 S PAULINA ST, 60609",HS,"10, 11, 12",Alternative/District,-87.6673411,41.80351527
610389,POINT (-87.72612961117402 41.89444937565905),ORR HS,"730 N PULASKI RD, 60624",HS,"9, 10, 11, 12","District, non-alternative",-87.72612961,41.89444938
610390,POINT (-87.66518799680999 41.989033192103754),RICKOVER HS,"5900 N GLENWOOD AVE, 60660",HS,"9, 10, 11, 12","District, non-alternative",-87.665188,41.98903319
610391,POINT (-87.67162519427598 41.78204140385825),LINDBLOM HS,"6130 S WOLCOTT AVE, 60636",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.67162519,41.7820414
610392,POINT (-87.73412163532085 41.83603568270142),WORLD LANGUAGE HS,"3120 S KOSTNER AVE, 60623",HS,"9, 10, 11, 12","District, non-alternative",-87.73412164,41.83603568
610394,POINT (-87.65247254116349 41.965520026673744),UPLIFT HS,"900 W WILSON AVE, 60640",HS,"9, 10, 11, 12","District, non-alternative",-87.65247254,41.96552003
610396,POINT (-87.70644400655584 41.7643796376908),TARKINGTON,"3330 W 71ST ST, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70644401,41.76437964
610402,POINT (-87.69072464665688 41.94138824978603),DEVRY HS,"3300 N CAMPBELL AVE, 60618",HS,"11, 12","District, non-alternative",-87.69072465,41.94138825
610405,POINT (-87.67763528918928 41.883187082102985),SUDER,"2022 W WASHINGTON BLVD, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.67763529,41.88318708
610499,POINT (-87.70207760877514 41.86414328087339),COLLINS HS,"1313 S SACRAMENTO DR, 60623",HS,"9, 10, 11, 12","District, non-alternative",-87.70207761,41.86414328
610501,POINT (-87.76328558625954 41.88521268987922),AUSTIN POLY HS,"231 N PINE AVE, 60644",HS,"9, 10, 11, 12","District, non-alternative",-87.76328559,41.88521269
610502,POINT (-87.68872394838384 41.87884780423051),MARINE MILITARY HS,"145 S CAMPBELL AVE, 60612",HS,"9, 10, 11, 12","District, non-alternative",-87.68872395,41.87884781
610503,POINT (-87.72631369908494 41.86701365053973),FRAZIER PROSPECTIVE,"4027 W GRENSHAW ST, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7263137,41.86701365
610504,POINT (-87.6775785340654 41.827774409139415),THOMAS,"3625 S HOYNE AVE, 60609",ES,"PE, PK","District, Special Ed.",-87.67757853,41.82777441
610506,POINT (-87.6350153384833 41.78150518956856),TEAM HS,"6201 S STEWART AVE, 60621",HS,"9, 10, 11, 12","District, non-alternative",-87.63501534,41.78150519
610513,POINT (-87.63272029776823 41.828145789756654),AIR FORCE HS,"3630 S WELLS ST, 60609",HS,"9, 10, 11, 12","District, non-alternative",-87.6327203,41.82814579
610515,POINT (-87.73067837614433 41.95046050541308),DISNEY II,"3815 N KEDVALE AVE, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.73067838,41.95046051
610518,POINT (-87.76328558625954 41.88521268987922),VOISE HS,"231 N PINE AVE, 60644",HS,"9, 10, 11, 12","District, non-alternative",-87.76328559,41.88521269
610520,POINT (-87.67365930572397 41.902914975703894),LASALLE II,"1148 N HONORE ST, 60622",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.67365931,41.90291498
610521,POINT (-87.66649323325078 41.771221669213524),"DAVIS, M","6730 S PAULINA ST, 60636",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66649323,41.77122167
610523,POINT (-87.81373444948842 41.994237712006125),EDISON PARK,"6220 N OLCOTT AVE, 60631",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.81373445,41.99423771
610529,POINT (-87.65940388957101 41.89352020256033),OGDEN HS,"1250 W ERIE ST, 60642",HS,"6, 7, 8, 9, 10, 11, 12","District, non-alternative",-87.65940389,41.8935202
610530,POINT (-87.59039657800939 41.76778254837634),SOUTHSHORE,"1415 E 70TH ST, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.59039658,41.76778255
610532,POINT (-87.71136903034309 41.793451895998345),HERNANDEZ,"3510 W 55TH ST, 60632",MS,"6, 7, 8","District, non-alternative",-87.71136903,41.7934519
610533,POINT (-87.76581729991214 41.92131679445306),PRIETO,"2231 N CENTRAL AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7658173,41.9213168
610534,POINT (-87.6448406240824 41.90508168488527),SKINNER NORTH,"640 W SCOTT ST, 60610",ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.64484062,41.90508169
610539,POINT (-87.7700905187411 41.93493132419295),CAMRAS,"3000 N MANGO AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.77009052,41.93493133
610541,POINT (-87.72481174181804 41.94004313071982),LORCA,"3231 N SPRINGFIELD AVE, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.72481174,41.94004313
610542,POINT (-87.70588041620601 42.002958760651154),WEST RIDGE,"6700 N WHIPPLE ST, 60645",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.70588042,42.00295876
610543,POINT (-87.71102218122711 41.795201661600444),SOLORIO HS,"5400 S ST LOUIS AVE, 60632",HS,"9, 10, 11, 12","District, non-alternative",-87.71102218,41.79520166
610544,POINT (-87.73992095991781 41.77110650873776),AZUELA,"4707 W MARQUETTE RD, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.73992096,41.77110651
610547,POINT (-87.5763531979464 41.75881910105731),SOUTH SHORE INTL HS,"1955 E 75TH ST, 60649",HS,"9, 10, 11","District, non-alternative",-87.5763532,41.7588191
610548,POINT (-87.6649682526073 41.868548445415726),STEM ES,"1522 W FILLMORE ST, 60607",ES,"K, 1, 2, 3, 4, 5","District, non-alternative",-87.66496825,41.86854845
610555,POINT (-87.75432040820785 41.89555355994352),BANNER ACADEMY WEST HS,"819 N LEAMINGTON AVE, 60651",HS,"9, 10, 11, 12",Alternative/District,-87.75432041,41.89555356
610557,POINT (-87.7040593884553 41.735211584076225),PATHWAYS EDUCATION HS,"3270 W 87TH ST, 60652",HS,"9, 10, 11, 12",Alternative/District,-87.70405939,41.73521159
610558,POINT (-87.70738198699019 41.75374920363687),GOODE ACAD HS,"7651 S HOMAN AVE, 60652",HS,"9, 10","District, non-alternative",-87.70738199,41.7537492
610559,POINT (-87.68978067148812 41.80651884424673),SHIELDS MIDDLE,"2611 W 48TH ST, 60632",ES,"5, 6, 7, 8","District, non-alternative",-87.68978067,41.80651885
610561,POINT (-87.68324895425825 41.87752873326511),CRANE MEDICAL PREP,"2245 W JACKSON BLVD, 60612",HS,9,"District, non-alternative",-87.68324895,41.87752873
610563,POINT (-87.67754236731894 41.808439974829),BACK OF THE YARDS IB HS,"2111 W 47TH ST, 60609",HS,9,"District, non-alternative",-87.67754237,41.80843998
610564,POINT (-87.72028376234863 41.95198843578271),DISNEY II HS,"3900 N LAWNDALE AVE, 60618",HS,"7, 9","District, non-alternative",-87.72028376,41.95198844
