SCHOOL_ID,UNIT_ID,Short_Name,the_geom,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
609895,3110,TURNER-DREW,POINT (-87.63022155395437 41.72557945496441),9300 S PRINCETON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63022155,41.72557946
610206,6240,TWAIN,POINT (-87.75896567487642 41.7990676482951),5134 S LOTUS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.75896568,41.79906765
400075,2600,U of C CHARTER - DONOGHUE,POINT (-87.60843286800828 41.827716676786004),707 E 37TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.60843287,41.82771668
400076,3060,U of C CHARTER - NORTH KENWOOD CHARTER,POINT (-87.59845412166659 41.81133498378621),1119 E 46TH ST,ES,"PK, K, 1, 2, 3, 4, 5",Charter,-87.59845412,41.81133499
400078,3062,U of C CHARTER - WOODSON,POINT (-87.60843752386688 41.8136796505632),4444 S EVANS AVE,ES,"6, 7, 8",Charter,-87.60843752,41.81367965
400077,3061,U of C CHARTER HS - WOODLAWN,POINT (-87.59817741283281 41.778090584622035),6420 S UNIVERSITY AVE,HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.59817741,41.77809059
400081,3341,UNO - BARTOLOME,POINT (-87.66792540359691 41.85947684507321),1641 W 16TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6679254,41.85947685
400082,3342,UNO - FUENTES,POINT (-87.69950480507855 41.93744856550047),2845 W BARRY AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6995048,41.93744857
400085,3343,UNO - GARCIA HS,POINT (-87.73036028020273 41.80789494398356),4248 W 47TH ST,HS,"9, 10",Charter,-87.73036028,41.80789494
400089,3346,UNO - MARQUEZ,POINT (-87.69737517105801 41.80833656246364),2916 W 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.69737517,41.80833656
400083,5810,UNO - PAZ INTERMEDIATE,POINT (-87.68389825463676 41.84922098301705),2317 W 23RD PL,ES,"4, 5, 6, 7, 8",Charter,-87.68389825,41.84922098
400090,5811,UNO - PAZ PRIMARY,POINT (-87.68389825463676 41.84922098301705),2317 W 23RD PL,ES,"K, 1, 2, 3",Charter,-87.68389825,41.84922098
400084,3340,UNO - TAMAYO,POINT (-87.69382554808134 41.79995276129423),5135 S CALIFORNIA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.69382555,41.79995276
400080,3345,UNO - TORRES,POINT (-87.73036028020273 41.80789494398356),4248 W 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.73036028,41.80789494
400079,3344,UNO - ZIZUMBO,POINT (-87.73036028020273 41.80789494398356),4248 W 47TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.73036028,41.80789494
610394,2210,UPLIFT HS,POINT (-87.65264130471512 41.96557216693075),900 W WILSON AVE,HS,"6, 7, 8, 9, 10, 11, 12",High School,-87.6526413,41.96557217
400102,8096,URBAN PREP - EAST GARFIELD PARK HS,POINT (-87.6993122766244 41.88297609603158),2908 W WASHINGTON BLVD,HS,9,Contract,-87.69931228,41.8829761
400086,7030,URBAN PREP MENS CHARTER HS,POINT (-87.63494065396515 41.781458507704414),6201 S STEWART AVE,HS,"9, 10, 11, 12",Charter,-87.63494065,41.78145851
610207,6250,VANDERPOEL,POINT (-87.66556262176753 41.72070818022145),9510 S PROSPECT AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66556262,41.72070818
609766,1920,VAUGHN OCC HS,POINT (-87.76462503363163 41.96031889832569),4355 N LINDER AVE,HS,"9, 10, 11, 12",High School,-87.76462503,41.9603189
609871,2920,VICK ECC,POINT (-87.68562901043636 41.68821883007815),2554 W 113TH ST,ES,PK,Elementary School,-87.68562901,41.68821883
610518,1145,VOISE,POINT (-87.76321129551351 41.88518216232466),231 N PINE AVE,HS,9,High School,-87.7632113,41.88518216
610209,6270,VOLTA,POINT (-87.72463964407768 41.971540060672005),4950 N AVERS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72463964,41.97154006
610210,6280,VON HUMBOLDT,POINT (-87.69296317425837 41.90672259095056),2620 W HIRSCH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69296317,41.90672259
609737,1610,VON STEUBEN HS,POINT (-87.71335019774723 41.9732099625981),5039 N KIMBALL AVE,HS,"9, 10, 11, 12",High School,-87.7133502,41.97320996
610366,8030,WACKER,POINT (-87.64808256692493 41.7162696721416),9746 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64808257,41.71626967
610213,6300,WADSWORTH,POINT (-87.59817741283281 41.778090584622035),6420 S UNIVERSITY AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.59817741,41.77809059
610216,6320,WALSH,POINT (-87.64805007426077 41.85485632929858),2015 S PEORIA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64805007,41.85485633
610217,6330,"WARD, J",POINT (-87.6353157972161 41.843878779509),2701 S SHIELDS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6353158,41.84387878
610133,5470,"WARD, L",POINT (-87.71752427048617 41.88845582558594),410 N MONTICELLO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71752427,41.88845583
610218,6350,WARREN,POINT (-87.57531686494731 41.72680278767913),9239 S JEFFERY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.57531686,41.72680279
609739,1630,WASHINGTON HS,POINT (-87.53749908324518 41.68810918563431),3535 E 114TH ST,HS,"9, 10, 11, 12",High School,-87.53749908,41.68810919
610219,6360,"WASHINGTON, G ES",POINT (-87.53599592883292 41.68810399312033),3611 E 114TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.53599593,41.68810399
610124,5380,"WASHINGTON, H ES",POINT (-87.59629334206286 41.72853805744237),9130 S UNIVERSITY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.59629334,41.72853806
610220,6370,WATERS,POINT (-87.69136761370203 41.96430697923193),4540 N CAMPBELL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69136761,41.96430698
610221,6380,WEBSTER,POINT (-87.72737642438955 41.869890571673096),4055 W ARTHINGTON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72737642,41.86989057
610110,5250,WELLS,POINT (-87.61976542320772 41.823907789639264),244 E PERSHING RD,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61976542,41.82390779
609740,1640,WELLS HS,POINT (-87.66752064723829 41.89903235399017),936 N ASHLAND AVE,HS,"9, 10, 11, 12",High School,-87.66752065,41.89903235
610223,6390,WENTWORTH,POINT (-87.64825708277021 41.76734754079862),6950 S SANGAMON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64825708,41.76734754
610100,5140,WEST PARK,POINT (-87.7324066584557 41.906916058288),1425 N TRIPP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73240666,41.90691606
610224,6400,WEST PULLMAN,POINT (-87.63570738790521 41.676694611263216),11941 S PARNELL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63570739,41.67669461
610300,7260,WESTCOTT,POINT (-87.63488879176518 41.748838661771),409 W 80TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63488879,41.74883866
609693,1160,WESTINGHOUSE HS,POINT (-87.70737299319012 41.88994929555584),3223 W FRANKLIN BLVD,HS,9,High School,-87.70737299,41.8899493
610225,6420,WHISTLER,POINT (-87.6553476020388 41.68392077879222),11533 S ADA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6553476,41.68392078
610315,7440,WHITE,POINT (-87.65058786827959 41.672336042151855),1136 W 122ND ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65058787,41.67233604
610227,6440,WHITNEY,POINT (-87.72550702000142 41.8400143471628),2815 S KOMENSKY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72550702,41.84001435
610228,6450,WHITTIER,POINT (-87.67349331700422 41.850506698844306),1900 W 23RD ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7",Elementary School,-87.67349332,41.8505067
610230,6470,WILDWOOD,POINT (-87.77835835653642 42.007455368087214),6950 N HIAWATHA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77835836,42.00745537
610232,6490,WILLIAMS ES,POINT (-87.62858991758345 41.8440256838232),2710 S DEARBORN ST,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.62858992,41.84402568
610380,7200,WILLIAMS MEDICINE,POINT (-87.62448455126544 41.80457956556587),4934 S WABASH AVE,MS,"7, 8, 9, 10",Middle School,-87.62448455,41.80457957
610336,7720,WILLIAMS MIDDLE,POINT (-87.62858991758345 41.8440256838232),2710 S DEARBORN ST,MS,"6, 7, 8",Elementary School,-87.62858992,41.84402568
609977,3860,WOODLAWN,POINT (-87.59435708781483 41.7734840729756),6657 S KIMBARK AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.59435709,41.77348407
610285,7080,WOODS,POINT (-87.65468650511119 41.78109277041038),6206 S RACINE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6546865,41.78109277
610345,7820,WOODSON SOUTH,POINT (-87.60845406649743 41.81443251429077),4414 S EVANS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60845407,41.81443252
610392,4460,WORLD LANGUAGE HS,POINT (-87.7341937443269 41.8359816165421),3120 S KOSTNER AVE,HS,"9, 10, 11, 12",High School,-87.73419374,41.83598162
610233,6500,YALE,POINT (-87.6320966413943 41.766475995211415),7025 S PRINCETON AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63209664,41.766476
610234,6510,YATES,POINT (-87.70024239091823 41.91500202834542),1839 N RICHMOND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70024239,41.91500203
610235,6520,YOUNG ES,POINT (-87.76717875484367 41.9067679939003),1434 N PARKSIDE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76717875,41.90676799
609755,1810,YOUNG HS,POINT (-87.66419564647127 41.87855852728858),211 S LAFLIN ST,HS,"7, 8, 9, 10, 11, 12",High School,-87.66419565,41.87855853
400087,2490,YOUNG WOMEN'S LEADERSHIP CHARTER HS,POINT (-87.61868895249164 41.84461565510949),2641 S CALUMET AVE,HS,"7, 8, 9, 10, 11, 12",Charter,-87.61868895,41.84461566
609686,1121,YOUTH CONNECTIONS ALT CHARTER HS,POINT (-87.62701631580738 41.83111312631008),10 W 35TH ST,HS,"7, 8, 9, 10, 11, 12",Charter,-87.62701632,41.83111313
609973,3820,ZAPATA,POINT (-87.73434985766721 41.84138863232992),2728 S KOSTNER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73434986,41.84138863
