SCHOOL_ID,UNIT_ID,Short_Name,the_geom,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
610107,5220,OTIS,POINT (-87.66538868530654 41.89177312651001),525 N ARMOUR ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66538869,41.89177313
610108,5230,O'TOOLE,POINT (-87.67513570852888 41.77425521288402),6550 S SEELEY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67513571,41.77425521
610277,6960,OVERTON,POINT (-87.62014279508773 41.80557544973678),221 E 49TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62014279,41.80557545
610109,5240,OWEN,POINT (-87.70571441018333 41.74292553531304),8247 S CHRISTIANA AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70571441,41.74292554
609932,3470,OWENS,POINT (-87.62242288708924 41.66737619043596),12450 S STATE ST,ES,"PK, K, 1, 2, 3",Elementary School,-87.62242289,41.66737619
610273,6930,PADEREWSKI,POINT (-87.71726636777883 41.85095510137707),2221 S LAWNDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71726637,41.8509551
610111,5260,PALMER,POINT (-87.73917369563279 41.97319823003198),5051 N KENNETH AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7391737,41.97319823
610115,5290,PARK MANOR,POINT (-87.61150973699989 41.76650774959098),7037 S RHODES AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.61150974,41.76650775
610112,5270,PARKER,POINT (-87.63534909445909 41.77074529232907),6800 S STEWART AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6353491,41.77074529
610114,5280,PARKMAN,POINT (-87.63293184096815 41.80169901733527),245 W 51ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63293184,41.80169902
610116,5300,PARKSIDE,POINT (-87.58299203109485 41.76859428218552),6938 S EAST END AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.58299203,41.76859428
400060,6850,PASSAGES CHARTER,POINT (-87.67114160353043 41.98334427851344),1643 W BRYN MAWR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Charter,-87.6711416,41.98334428
610117,5310,PASTEUR,POINT (-87.73262917646326 41.78687398192599),5825 S KOSTNER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73262918,41.78687398
609680,1090,PAYTON HS,POINT (-87.63453817025513 41.901569282062596),1034 N WELLS ST,HS,"9, 10, 11, 12",High School,-87.63453817,41.90156928
610119,5330,PEABODY,POINT (-87.6641388971289 41.89987001627196),1444 W AUGUSTA BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6641389,41.89987002
610120,5340,PECK,POINT (-87.71923477158933 41.787926117375996),3826 W 58TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71923477,41.78792612
610122,5360,PEIRCE,POINT (-87.66590501238247 41.98342777250641),1423 W BRYN MAWR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66590501,41.98342777
610123,5370,PENN,POINT (-87.72133536524454 41.858328810844945),1616 S AVERS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72133536,41.85832881
609872,2930,PEREZ,POINT (-87.65801220242426 41.856000732104846),1241 W 19TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6580122,41.85600073
610126,5400,PERSHING EAST,POINT (-87.61334091904286 41.83803834219593),3113 S RHODES AVE,ES,"PK, K, 1, 2, 3",Elementary School,-87.61334092,41.83803834
610395,2680,PERSHING WEST,POINT (-87.61837217182483 41.83639864888533),3200 S CALUMET AVE,MS,"4, 5, 6, 7, 8",Middle School,-87.61837217,41.83639865
400061,1961,PERSPECTIVES - CALUMET CAMPUS,POINT (-87.6522549788938 41.74594014717701),8131 S MAY ST,HS,"7, 8, 9, 10, 11, 12",Charter,-87.65225498,41.74594015
400066,1964,PERSPECTIVES - IIT MATH AND SCIENCE ACADEMY,POINT (-87.6247519138072 41.82782499599435),3663 S WABASH AVE,HS,"6, 7, 8, 9, 10",Charter,-87.62475191,41.827825
400064,1960,PERSPECTIVES - LOOP HS,POINT (-87.62847009028131 41.85606112866207),1930 S ARCHER AVE,HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.62847009,41.85606113
400067,1963,PERSPECTIVES - MIDDLE SCHOOL,POINT (-87.6522549788938 41.74594014717701),8131 S MAY ST,MS,"7, 8",Charter,-87.65225498,41.74594015
400062,1962,PERSPECTIVES - TECHNOLOGY HIGH SCHOOL,POINT (-87.6522549788938 41.74594014717701),8131 S MAY ST,HS,"9, 10, 11, 12",Charter,-87.65225498,41.74594015
610127,5410,PETERSON,POINT (-87.71262123546174 41.9816397673409),5510 N CHRISTIANA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71262124,41.98163977
609743,1510,PHILLIPS AA,POINT (-87.61976542320772 41.823907789639264),244 E PERSHING RD,HS,"9, 10",High School,-87.61976542,41.82390779
609727,1510,PHILLIPS HS,POINT (-87.61976542320772 41.823907789639264),244 E PERSHING RD,HS,"9, 10, 11, 12",High School,-87.61976542,41.82390779
610304,7310,PHOENIX MILITARY HS,POINT (-87.68865069034504 41.87885400601593),145 S CAMPBELL AVE,HS,"9, 10, 11, 12",High School,-87.68865069,41.87885401
610106,5210,PICCOLO,POINT (-87.73129804372083 41.90016372961218),1040 N KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73129804,41.90016373
610129,5430,PICKARD,POINT (-87.68346213988352 41.852872922401616),2301 W 21ST PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68346214,41.85287292
610013,4210,PILSEN,POINT (-87.66226328306834 41.85887542492035),1420 W 17TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.66226328,41.85887543
610130,5440,PIRIE,POINT (-87.6080000855842 41.74036573285365),650 E 85TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.60800009,41.74036573
610131,5450,PLAMONDON,POINT (-87.69245007805357 41.86028753798073),2642 W 15TH PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69245008,41.86028754
400068,2045,PLATO LEARNING ACADEMY,POINT (-87.76329610516922 41.87273348489961),5545 W HARRISON ST,ES,"K, 1, 2, 3, 4, 5",Contract,-87.7632961,41.87273349
610132,5460,POE,POINT (-87.60645487497149 41.70259513212747),10538 S LANGLEY AVE,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.60645487,41.70259513
400069,4150,POLARIS CHARTER ACADEMY,POINT (-87.70783435220041 41.89258613195447),620 N SAWYER AVE,ES,"K, 1, 2, 3, 4",Charter,-87.70783435,41.89258613
610134,5480,POPE,POINT (-87.70299323701748 41.85577836628522),1852 S ALBANY AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70299324,41.85577837
610135,5490,PORTAGE PARK,POINT (-87.76100168163434 41.95701515027636),5330 W BERTEAU AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76100168,41.95701515
610281,7010,POWELL,POINT (-87.55650570771749 41.759721320511005),7530 S SOUTH SHORE DR,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.55650571,41.75972132
610136,5500,PRESCOTT,POINT (-87.66961330208096 41.92886749945792),1632 W WRIGHTWOOD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6696133,41.9288675
610258,6810,PRICE,POINT (-87.60387486572998 41.81540860062817),4351 S DREXEL BLVD,MS,"4, 5, 6, 7, 8",Elementary School,-87.60387487,41.8154086
610533,8023,PRIETO,POINT (-87.76574368230919 41.92131415902708),2231 N CENTRAL AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76574368,41.92131416
610229,6460,PRITZKER,POINT (-87.67788394446877 41.90702358276604),2009 W SCHILLER ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67788394,41.90702358
400070,1135,PROLOGUE EARLY COLLEGE,POINT (-87.66366659343228 41.90287838675934),1135 N CLEAVER ST,HS,"9, 10, 11, 12",Contract,-87.66366659,41.90287839
609679,1070,PROSSER HS,POINT (-87.76108249460255 41.91997960323622),2148 N LONG AVE,HS,"9, 10, 11, 12",High School,-87.76108249,41.9199796
400071,6700,PROVIDENCE ENGLEWOOD,POINT (-87.6639571929832 41.775302070242844),6515 S ASHLAND AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.66395719,41.77530207
610137,5510,PRUSSING,POINT (-87.77244997871281 41.96559097996802),4650 N MENARD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.77244998,41.96559098
610138,5520,PULASKI,POINT (-87.68379639577432 41.91851381753572),2230 W MCLEAN AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6837964,41.91851382
610139,5530,PULLMAN G,POINT (-87.60939250300859 41.68873528819337),11311 S FORRESTVILLE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6093925,41.68873529
610334,7690,RABY HS,POINT (-87.71533367298713 41.88618392551904),3545 W FULTON BLVD,HS,"9, 10, 11, 12",High School,-87.71533367,41.88618393
609941,3550,RANDOLPH,POINT (-87.67600075290977 41.76055689438772),7316 S HOYNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67600075,41.7605569
610141,5550,RAVENSWOOD,POINT (-87.67095876021652 41.96073185811035),4332 N PAULINA ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67095876,41.96073186
610142,5560,RAY,POINT (-87.59471552392478 41.79235282132591),5631 S KIMBARK AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.59471552,41.79235282
610143,5580,REAVIS,POINT (-87.6049899974068 41.80420045192398),834 E 50TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60499,41.80420045
610264,6870,REED,POINT (-87.63515585398747 41.77846170409562),6350 S STEWART AVE,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63515585,41.7784617
610144,5590,REILLY,POINT (-87.71950436189404 41.94112182736399),3650 W SCHOOL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71950436,41.94112183
610145,5600,REINBERG,POINT (-87.76894425387341 41.94296547260888),3425 N MAJOR AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.76894425,41.94296547
610146,5610,REVERE,POINT (-87.6001576465057 41.76422347385292),1010 E 72ND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60015765,41.76422348
609682,1110,RICHARDS HS,POINT (-87.66223888259968 41.80278961296551),5009 S LAFLIN ST,HS,"9, 10, 11, 12",High School,-87.66223888,41.80278961
610390,7140,RICKOVER MILITARY HS,POINT (-87.66526394456018 41.98909794247735),5900 N GLENWOOD AVE,HS,"9, 10, 11, 12",High School,-87.66526394,41.98909794
610374,7570,ROBESON AA,POINT (-87.63711729919912 41.76978148866528),6835 S NORMAL BLVD,HS,"9, 10",High School,-87.6371173,41.76978149
609707,1320,ROBESON HS,POINT (-87.63711729919912 41.76978148866528),6835 S NORMAL BLVD,HS,"9, 10, 11, 12",High School,-87.6371173,41.76978149
610256,6780,ROBINSON,POINT (-87.59902563394762 41.8173495481537),4225 S LAKE PARK AVE,ES,"PK, K, 1, 2, 3",Elementary School,-87.59902563,41.81734955
610147,5630,ROGERS,POINT (-87.6971485310914 42.015269664281405),7345 N WASHTENAW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69714853,42.01526967
609728,1520,ROOSEVELT HS,POINT (-87.71485905365968 41.96485494314358),3436 W WILSON AVE,HS,"9, 10, 11, 12",High School,-87.71485905,41.96485494
610150,5650,ROSS,POINT (-87.62365645209886 41.78392458587068),6059 S WABASH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62365645,41.78392459
610308,7350,RUDOLPH,POINT (-87.6695151591989 41.88362711954883),110 N PAULINA ST,ES,"PK, 1, 2, 3",Elementary School,-87.66951516,41.88362712
610152,5660,RUGGLES,POINT (-87.61802990098549 41.75195042666136),7831 S PRAIRIE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6180299,41.75195043
610125,5390,RUIZ,POINT (-87.68078093098671 41.84809008975533),2410 S LEAVITT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68078093,41.84809009
610153,5670,RYDER,POINT (-87.63887832268337 41.73533968257993),8716 S WALLACE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63887832,41.73533968
610154,5680,RYERSON,POINT (-87.71883165468155 41.89315240268265),646 N LAWNDALE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71883165,41.8931524
610342,7790,SABIN,POINT (-87.68302225856468 41.90684370410635),2216 W HIRSCH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68302226,41.90684371
610250,6720,SALAZAR,POINT (-87.63375810820772 41.90144413750663),160 W WENDELL ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63375811,41.90144414
610226,6430,SANDOVAL,POINT (-87.71102461493389 41.79236748107013),5534 S SAINT LOUIS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71102461,41.79236748
610017,4250,SAUCEDO,POINT (-87.69721422619908 41.84796965969226),2850 W 24TH BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69721423,41.84796966
610155,5690,SAUGANASH,POINT (-87.74601314223652 41.991147168449174),6040 N KILPATRICK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.74601314,41.99114717
610157,5710,SAWYER,POINT (-87.70504479322734 41.79758135368254),5248 S SAWYER AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70504479,41.79758135
610158,5720,SAYRE,POINT (-87.79875474244398 41.914057533402016),1850 N NEWLAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.79875474,41.91405753
610159,5730,SCAMMON,POINT (-87.73235635017967 41.941647600924),4201 W HENDERSON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73235635,41.9416476
610178,5950,SCHMID,POINT (-87.59689859627794 41.71708810365255),9755 S GREENWOOD AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5968986,41.7170881
610164,5790,SCHNEIDER,POINT (-87.68052226925774 41.93567633561773),2957 N HOYNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68052227,41.93567634
610311,7380,SCHOOL OF ENTRP HS,POINT (-87.57960707172369 41.75618420735805),7627 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57960707,41.75618421
610297,7230,SCHOOL OF LEADERSHIP HS,POINT (-87.57960707172369 41.75618420735805),7627 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57960707,41.75618421
610296,7220,SCHOOL OF TECHNOLOGY HS,POINT (-87.57964641106817 41.75795281320041),7529 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57964641,41.75795281
610310,7370,SCHOOL OF THE ARTS HS,POINT (-87.57964641106817 41.75795281320041),7529 S CONSTANCE AVE,HS,"9, 10, 11, 12",High School,-87.57964641,41.75795281
610165,5800,SCHUBERT,POINT (-87.76115134542971 41.93034053911788),2727 N LONG AVE,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.76115135,41.93034054
609729,1530,SCHURZ HS,POINT (-87.73571655923344 41.946463125429894),3601 N MILWAUKEE AVE,HS,"9, 10, 11, 12",High School,-87.73571656,41.94646313
610377,7650,SENN AA,POINT (-87.66526394456018 41.98909794247735),5900 N GLENWOOD AVE,HS,"9, 10",High School,-87.66526394,41.98909794
609730,1540,SENN HS,POINT (-87.66526394456018 41.98909794247735),5900 N GLENWOOD AVE,HS,"9, 10, 11, 12",High School,-87.66526394,41.98909794
610167,5820,SEWARD,POINT (-87.66880551999716 41.810205294978914),4600 S HERMITAGE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66880552,41.8102053
610169,5830,SEXTON,POINT (-87.60866854204312 41.78514272643612),6020 S LANGLEY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60866854,41.78514273
400073,4140,SHABAZZ - DUSABLE,POINT (-87.62448455126544 41.80457956556587),4934 S WABASH AVE,HS,"9, 10, 11, 12",Charter,-87.62448455,41.80457957
400072,4520,SHABAZZ - SHABAZZ CHARTER,POINT (-87.60021723742109 41.752428107115314),7823 S ELLIS AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.60021724,41.75242811
400074,5130,SHABAZZ - SIZEMORE,POINT (-87.667676496151 41.767420338558864),6936 S HERMITAGE AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6676765,41.76742034
610081,4920,SHERIDAN,POINT (-87.6412504835026 41.84437344865156),533 W 27TH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64125048,41.84437345
610172,5890,SHERMAN,POINT (-87.65027810830853 41.79978767356192),1000 W 52ND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65027811,41.79978767
610173,5900,SHERWOOD,POINT (-87.63228564733247 41.790772804547295),245 W 57TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.63228565,41.79077281
610174,5910,SHIELDS,POINT (-87.68968608662418 41.81600099654743),4250 S ROCKWELL ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68968609,41.816001
610175,5920,SHOESMITH,POINT (-87.59396390401879 41.80432065860496),1330 E 50TH ST,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.5939639,41.80432066
610176,5930,SHOOP,POINT (-87.65928092767629 41.69049339341361),1460 W 112TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65928093,41.69049339
609692,1150,SIMEON HS,POINT (-87.6353588407114 41.745833208406026),8147 S VINCENNES AVE,HS,"9, 10, 11, 12",High School,-87.63535884,41.74583321
609750,1750,SIMPSON ALT HS,POINT (-87.66868645734799 41.86440021650218),1321 S PAULINA ST,HS,"7, 8, 9, 10, 11, 12",High School,-87.66868646,41.86440022
610177,5940,SKINNER,POINT (-87.65924990016343 41.87913270887591),1260 W ADAMS ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6592499,41.87913271
610534,8024,SKINNER NORTH,POINT (-87.64481451229543 41.90513704849092),640 W SCOTT ST,ES,"PK, K, 1, 2",Elementary School,-87.64481451,41.90513705
609978,3870,SMITH,POINT (-87.60475184332472 41.70758354100394),744 E 103RD ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60475184,41.70758354
610179,5960,SMYSER,POINT (-87.7820137083429 41.95894772380435),4310 N MELVINA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.78201371,41.95894773
610180,5970,SMYTH,POINT (-87.65353406840039 41.86532318619405),1059 W 13TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65353407,41.86532319
610383,7600,SOCIAL JUSTICE HS,POINT (-87.7341937443269 41.8359816165421),3120 S KOSTNER AVE,HS,"9, 10, 11, 12",High School,-87.73419374,41.83598162
610182,5980,SOLOMON,POINT (-87.72408113540162 41.994040291304785),6206 N HAMLIN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.72408114,41.99404029
610160,5740,SONGHAI,POINT (-87.6250571448935 41.68085267509039),11725 S PERRY AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62505714,41.68085268
609990,3960,SOUTH LOOP,POINT (-87.62865008919356 41.866812260319456),1212 S PLYMOUTH CT,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.62865009,41.86681226
610530,2015,SOUTH SHORE FINE ARTS,POINT (-87.59037654644462 41.767727852709115),1415 E 70TH ST,ES,"PK, K, 1, 2",Elementary School,-87.59037655,41.76772785
609745,1700,SOUTHSIDE OCC HS,POINT (-87.67598480280103 41.75990861511111),7342 S HOYNE AVE,HS,"9, 10, 11, 12",High School,-87.6759848,41.75990862
610183,6000,SPENCER,POINT (-87.75048229733856 41.88489980997072),214 N LAVERGNE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7504823,41.88489981
610184,6010,SPRY,POINT (-87.6991215382957 41.848123674124075),2400 S MARSHALL BLVD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69912154,41.84812368
610357,7930,SPRY HS,POINT (-87.6991215382957 41.848123674124075),2400 S MARSHALL BLVD,HS,"9, 10, 11, 12",High School,-87.69912154,41.84812368
610339,7760,STAGG,POINT (-87.64925356029391 41.7589329041104),7424 S MORGAN ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.64925356,41.75893291
609732,1560,STEINMETZ HS,POINT (-87.78355184433698 41.93562855952821),3030 N MOBILE AVE,HS,"9, 10, 11, 12",High School,-87.78355184,41.93562856
610185,6030,STEVENSON,POINT (-87.73170290214804 41.74712285144031),8010 S KOSTNER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7317029,41.74712285
610187,6040,STEWART,POINT (-87.65605220080299 41.96434720562456),4525 N KENMORE AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6560522,41.96434721
610163,5770,STOCK,POINT (-87.81423950704647 42.01686312945188),7507 W BIRCHWOOD AVE,ES,PK,Elementary School,-87.81423951,42.01686313
610189,6060,STOCKTON,POINT (-87.66389009062607 41.96234717950694),4420 N BEACON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66389009,41.96234718
610191,6070,STONE,POINT (-87.68475722331398 41.99538728404143),6239 N LEAVITT ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.68475722,41.99538728
610192,6080,STOWE,POINT (-87.71320428174035 41.91196662675085),3444 W WABANSIA AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71320428,41.91196663
610405,6340,SUDER MONTESSORI,POINT (-87.67767816384168 41.8832412627172),2022 W WASHINGTON BLVD,ES,"PK, K, 1, 2, 3",Elementary School,-87.67767816,41.88324126
610193,6100,SULLIVAN,POINT (-87.54289105903571 41.743833342512225),8331 S MACKINAW AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.54289106,41.74383334
609733,1570,SULLIVAN HS,POINT (-87.66915522791741 42.002683789937564),6631 N BOSWORTH AVE,HS,"9, 10, 11, 12",High School,-87.66915523,42.00268379
610194,6110,SUMNER,POINT (-87.73359733440624 41.87083710345067),4320 W 5TH AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73359733,41.8708371
610195,6120,SUTHERLAND,POINT (-87.67678254501725 41.71137975232868),10015 S LEAVITT ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67678254,41.71137975
610196,6130,SWIFT,POINT (-87.65833485764048 41.989204599493796),5900 N WINTHROP AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.65833486,41.9892046
609734,1580,TAFT HS,POINT (-87.7915147483233 41.98298874565713),6530 W BRYN MAWR AVE,HS,"7, 8, 9, 10, 11, 12",High School,-87.79151475,41.98298875
610197,6140,TALCOTT,POINT (-87.67365864935026 41.89243310632345),1840 W OHIO ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.67365865,41.89243311
610249,6680,TALMAN,POINT (-87.69030032046714 41.79413982327839),5450 S TALMAN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.69030032,41.79413982
610279,6970,TANNER,POINT (-87.60683001269896 41.76076459830747),7350 S EVANS AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60683001,41.7607646
610396,7160,TARKINGTON,POINT (-87.70538619503624 41.76445025832864),3300 W 71ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70538619,41.76445026
610198,6150,TAYLOR,POINT (-87.53300741347003 41.71538466206971),9912 S AVE H,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.53300741,41.71538466
610506,8080,TEAM ENGLEWOOD COMMUNITY ACADEMY,POINT (-87.63494065396515 41.781458507704414),6201 S STEWART AVE,HS,"9, 10",High School,-87.63494065,41.78145851
609921,3380,TELPOCHCALLI,POINT (-87.69663159917924 41.847978336629254),2832 W 24TH BLVD,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6966316,41.84797834
610504,6710,THOMAS,POINT (-87.67750462475105 41.8277534375889),3625 S HOYNE AVE,ES,PK,Elementary School,-87.67750462,41.82775344
610200,6180,"THORP, J",POINT (-87.54451349720605 41.733264621982286),8914 S BUFFALO AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.5445135,41.73326462
610201,6190,"THORP, O",POINT (-87.77766129613373 41.948598407218185),6024 W WARWICK AVE,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7776613,41.94859841
610375,7580,TILDEN AA,POINT (-87.64292995571267 41.807515575868116),4747 S UNION AVE,HS,"9, 10",High School,-87.64292996,41.80751558
609735,1590,TILDEN HS,POINT (-87.64292995571267 41.807515575868116),4747 S UNION AVE,HS,"9, 10, 11, 12",High School,-87.64292996,41.80751558
610065,4740,TILL,POINT (-87.60932192878076 41.775481346669764),6543 S CHAMPLAIN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.60932193,41.77548135
610202,6210,TILTON,POINT (-87.73052903716936 41.88408239616642),223 N KEELER AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.73052904,41.8840824
610203,6220,TONTI,POINT (-87.70814071403424 41.78745796555823),5815 S HOMAN AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.70814071,41.78745797
610205,6230,TRUMBULL,POINT (-87.66976234686666 41.976262075966325),5200 N ASHLAND AVE,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.66976235,41.97626208
